Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
LG Electronics Inc.,LG230P1W,,230,204.7,Multi-c-Si,1.646,60,1,N,8.26,36.4,7.39,29.5,45.4,-0.505,0.038,-0.339,0.993,1.658,0,0
LG Electronics Inc.,LG230P1W-G1,,230,207.4,Multi-c-Si,1.637,60,1,N,8.39,36.4,7.91,29.1,44.7,-0.467,0.015,-0.323,0.993,1.649,0,0
LG Electronics Inc.,LG235P1W,,235,209.2,Multi-c-Si,1.646,60,1,N,8.3,36.3,7.39,29.8,45.4,-0.505,0.038,-0.339,0.993,1.658,0,0
Ablytek,6MN6A270,,270,242.1,Mono-c-Si,1.627,60,1,N,9.34,38.63,8.81,30.72,47.4,-0.4509,0.0521,-0.3137,0.992,1.64,0,0
Ablytek,6MN6A275,,275,246.7,Mono-c-Si,1.627,60,1,N,9.42,38.97,8.88,30.99,47.4,-0.4509,0.0521,-0.3137,0.992,1.64,0,0
Ablytek,6MN6A280,,280,251.3,Mono-c-Si,1.627,60,1,N,9.51,39.31,8.96,31.26,47.4,-0.4509,0.0521,-0.3137,0.992,1.64,0,0
Ablytek,6MN6A285,,285,256,Mono-c-Si,1.627,60,1,N,9.59,39.65,9.04,31.53,47.4,-0.4509,0.0521,-0.3137,0.992,1.64,0,0
Ablytek,6MN6A290,,290,260.6,Mono-c-Si,1.627,60,1,N,9.67,39.99,9.12,31.8,47.4,-0.4509,0.0521,-0.3137,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP205-60,,205,182.3,Multi-c-Si,1.627,60,1,N,7.84,35.1,7,29.3,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP210-60,,210,186.9,Multi-c-Si,1.627,60,1,N,8.01,35.2,7.14,29.4,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP215-60,,215,191.5,Multi-c-Si,1.627,60,1,N,8.16,35.4,7.29,29.5,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM220-60,,220,197.6,Mono-c-Si,1.627,60,1,N,7.98,36.29,7.46,29.5,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP220-60,,220,196,Multi-c-Si,1.627,60,1,N,8.32,35.4,7.46,29.5,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM225-60,,225,202.2,Mono-c-Si,1.627,60,1,N,8.13,36.41,7.6,29.6,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP225-60,,225,200.6,Multi-c-Si,1.627,60,1,N,8.46,35.8,7.6,29.6,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM230-60,,230,206.8,Mono-c-Si,1.627,60,1,N,8.29,36.53,7.74,29.7,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP230-60,,230,205.2,Multi-c-Si,1.627,60,1,N,8.6,36,7.72,29.8,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM235-60,,235,211.4,Mono-c-Si,1.627,60,1,N,8.44,36.65,7.89,29.8,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP235-60,,235,209.8,Multi-c-Si,1.627,60,1,N,8.75,36.1,7.83,30,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM240-60,,240,216,Mono-c-Si,1.627,60,1,N,8.59,36.78,8.03,29.9,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP240-60,,240,214.4,Multi-c-Si,1.627,60,1,N,8.9,36.2,7.95,30.2,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM245-60,,245,220.6,Mono-c-Si,1.627,60,1,N,8.71,37.02,8.14,30.1,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP245-60,,245,219,Multi-c-Si,1.627,60,1,N,9.06,36.4,8.09,30.3,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM250-60,,250,225.3,Mono-c-Si,1.627,60,1,N,8.86,37.15,8.28,30.2,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP250-60,,250,223.6,Multi-c-Si,1.627,60,1,N,9.21,36.5,8.22,30.4,46.9,-0.462,0.073,-0.361,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM255-60,,255,229.9,Mono-c-Si,1.627,60,1,N,8.92,37.64,8.33,30.6,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP255-60,,255,231,Multi-c-Si,1.627,60,1,N,8.95,37.52,8.36,30.5,45.4,-0.44277,0.056061,-0.3302,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP255-72,,255,227.1,Multi-c-Si,1.94,72,1,N,8.13,42.1,7.26,35.1,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM260-60,,260,234.5,Mono-c-Si,1.627,60,1,N,9.15,37.39,8.55,30.4,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP260-60,,260,235.7,Multi-c-Si,1.627,60,1,N,9.09,37.64,8.5,30.6,45.4,-0.44277,0.056061,-0.3302,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP260-72,,260,231.6,Multi-c-Si,1.94,72,1,N,8.27,42.2,7.39,35.2,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM265-60,,265,239.2,Mono-c-Si,1.627,60,1,N,9.3,37.52,8.69,30.5,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP265-60,,265,240.4,Multi-c-Si,1.627,60,1,N,9.24,37.76,8.63,30.7,45.4,-0.44277,0.056061,-0.3302,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP265-72,,265,236.2,Multi-c-Si,1.94,72,1,N,8.41,42.3,7.51,35.3,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM270-60,,270,243.8,Mono-c-Si,1.627,60,1,N,9.44,37.64,8.82,30.6,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM270-72,,270,242,Mono-c-Si,1.94,72,1,N,8.14,43.67,7.61,35.5,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP270-60,,270,245,Multi-c-Si,1.627,60,1,N,9.38,37.88,8.77,30.8,45.4,-0.44277,0.056061,-0.3302,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP270-72,,270,240.8,Multi-c-Si,1.94,72,1,N,8.57,42.4,7.65,35.3,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM275-60,,275,248.5,Mono-c-Si,1.627,60,1,N,9.55,37.88,8.93,30.8,45.2,-0.46817,0.033267,-0.32704,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM275-72,,275,246.6,Mono-c-Si,1.94,72,1,N,8.27,43.79,7.73,35.6,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP275-60,,275,249.7,Multi-c-Si,1.627,60,1,N,9.52,38.01,8.9,30.9,45.4,-0.44277,0.056061,-0.3302,0.992,1.64,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP275-72,,275,245.4,Multi-c-Si,1.94,72,1,N,8.68,42.6,7.75,35.5,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM280-72,,280,251.2,Mono-c-Si,1.94,72,1,N,8.39,43.91,7.84,35.7,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP280-72,,280,249.9,Multi-c-Si,1.94,72,1,N,8.78,42.8,7.84,35.7,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM285-72,,285,255.8,Mono-c-Si,1.94,72,1,N,8.52,44.03,7.96,35.8,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP285-72,,285,254.5,Multi-c-Si,1.94,72,1,N,8.89,43.1,7.94,35.9,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM290-72,,290,260.5,Mono-c-Si,1.94,72,1,N,8.64,44.16,8.08,35.9,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP290-72,,290,259.1,Multi-c-Si,1.94,72,1,N,9.01,43.2,8.05,36,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM295-72,,295,265.1,Mono-c-Si,1.94,72,1,N,8.77,44.28,8.19,36,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP295-72,,295,263.7,Multi-c-Si,1.94,72,1,N,9.15,43.3,8.17,36.1,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM300-72,,300,269.7,Mono-c-Si,1.94,72,1,N,8.31,44.4,8.31,36.1,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP300-72,,300,268.3,Multi-c-Si,1.94,72,1,N,9.27,43.4,8.28,36.2,46.9,-0.462,0.073,-0.361,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM305-72,,305,274.3,Mono-c-Si,1.94,72,1,N,9.02,44.53,8.43,36.2,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP305-72,,305,276.4,Multi-c-Si,1.94,72,1,N,9.02,44.53,8.43,36.2,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM310-72,,310,278.9,Mono-c-Si,1.94,72,1,N,9.14,44.65,8.54,36.3,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP310-72,,310,281,Multi-c-Si,1.94,72,1,N,9.14,44.65,8.54,36.3,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM315-72,,315,283.6,Mono-c-Si,1.94,72,1,N,9.26,44.77,8.65,36.4,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP315-72,,315,285.7,Multi-c-Si,1.94,72,1,N,9.26,44.77,8.65,36.4,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM320-72,,320,288.2,Mono-c-Si,1.94,72,1,N,9.38,44.9,8.77,36.5,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP320-72,,320,290.3,Multi-c-Si,1.94,72,1,N,9.38,44.9,8.77,36.5,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM325-72,,325,292.9,Mono-c-Si,1.94,72,1,N,9.48,45.14,8.86,36.7,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP325-72,,325,295,Multi-c-Si,1.94,72,1,N,9.5,45.02,8.88,36.6,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJM330-72,,330,297.5,Mono-c-Si,1.94,72,1,N,9.6,45.26,8.97,36.8,45.7,-0.46757,0.042146,-0.33887,0.992,1.956,0,0
Anhui Rinengzhongtian Semiconductor Development,QJP330-72,,330,299.7,Multi-c-Si,1.94,72,1,N,9.62,45.14,8.99,36.7,45.4,-0.44277,0.056061,-0.3302,0.992,1.956,0,0
Anji Dasol Solar Energy Science & Technology,DS-A4-210,,210,182.7,Multi-c-Si,1.647,60,1,N,8,36.1,7.19,29.2,48.6,-0.505325,0.086957,-0.386957,0.992,1.66,0,0
Anji Dasol Solar Energy Science & Technology,DS-A4-215,,215,187.2,Multi-c-Si,1.647,60,1,N,8,36.3,7.31,29.4,48.6,-0.505325,0.086957,-0.386957,0.992,1.66,0,0
Anji Dasol Solar Energy Science & Technology,DS-A4-220,,220,191.7,Multi-c-Si,1.647,60,1,N,8.1,36.5,7.44,29.6,48.6,-0.505325,0.086957,-0.386957,0.992,1.66,0,0
Anji Dasol Solar Energy Science & Technology,DS-A4-225,,225,196.2,Multi-c-Si,1.647,60,1,N,8.2,36.7,7.55,29.8,48.6,-0.505325,0.086957,-0.386957,0.992,1.66,0,0
Anji Dasol Solar Energy Science & Technology,DS-A4-230,,230,200.7,Multi-c-Si,1.647,60,1,N,8.3,36.9,7.67,30,48.6,-0.505325,0.086957,-0.386957,0.992,1.66,0,0
AU Optronics,PM220P02.0_215,,215,185.5,Multi-c-Si,1.623,60,1,N,7.85,36.2,7.4,29.15,51.4,-0.4817,0.0678,-0.3598,0.992,1.636,0,0
AU Optronics,PM220P02.0_220,,220,190,Multi-c-Si,1.623,60,1,N,8,36.24,7.53,29.24,51.4,-0.4817,0.0678,-0.3598,0.992,1.636,0,0
AU Optronics,PM220P02.0_225,,225,194,Multi-c-Si,1.623,60,1,N,8.17,36.3,7.68,29.3,51.4,-0.4882,0.0606,-0.3363,0.992,1.636,0,0
AU Optronics,PM220P02.0_230,,230,198.5,Multi-c-Si,1.623,60,1,N,8.34,36.35,7.87,29.35,51.4,-0.4882,0.0606,-0.3363,0.992,1.636,0,0
AU Optronics,PM060MA0_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MA1_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MA2_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250M00_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250M02_240,,240,218.1,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,45,-0.4302,0.06427,-0.3311,0.992,1.651,0,0
AU Optronics,PM250MA0_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250MA1_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250MA2_240,,240,214.9,Mono-c-Si,1.638,60,1,N,8.54,37.74,7.97,30.73,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MA0_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MA1_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MA2_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250M00_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250MA0_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250MA1_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM250MA2_245,,245,219.5,Mono-c-Si,1.638,60,1,N,8.6,37.8,8.09,30.78,46.9,-0.4512,0.0544,-0.3462,0.992,1.651,0,0
AU Optronics,PM060MB0_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB1_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB2_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB3_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW0_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW1_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW2_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW3_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM250M01_250,,250,223.4,Mono-c-Si,1.638,60,1,N,8.66,37.86,8.22,30.82,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB0_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB1_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB2_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB3_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW0_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW1_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW2_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW3_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM250M01_255,,255,228,Mono-c-Si,1.638,60,1,N,8.72,37.92,8.34,30.86,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB0_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB1_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB2_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB3_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW0_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW1_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW2_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW3_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM250M01_260,,260,232.6,Mono-c-Si,1.638,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB0_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB1_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB2_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MB3_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW0_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW1_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW2_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MW3_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM250M01_265,,265,237.2,Mono-c-Si,1.638,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4556,0.0643,-0.3459,0.992,1.651,0,0
AU Optronics,PM060MBR_270,,270,247.3,Mono-c-Si,1.627,60,1,N,9.07,38.45,8.69,31.06,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MWR_270,,270,247.3,Mono-c-Si,1.627,60,1,N,9.07,38.45,8.69,31.06,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MBR_275,,275,252,Mono-c-Si,1.627,60,1,N,9.2,38.77,8.79,31.29,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MWR_275,,275,252,Mono-c-Si,1.627,60,1,N,9.2,38.77,8.79,31.29,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MBR_280,,280,256.7,Mono-c-Si,1.627,60,1,N,9.34,39.1,8.88,31.53,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MWR_280,,280,256.7,Mono-c-Si,1.627,60,1,N,9.34,39.1,8.88,31.53,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MBR_285,,285,261.4,Mono-c-Si,1.627,60,1,N,9.48,39.43,8.97,31.76,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM060MWR_285,,285,261.4,Mono-c-Si,1.627,60,1,N,9.48,39.43,8.97,31.76,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
AU Optronics,PM072MB0_320,,320,293,Mono-c-Si,1.94,72,1,N,9.46,45.97,8.58,37.3,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072PW0_320,,320,288.7,Multi-c-Si,1.94,72,1,N,9.38,45.51,8.75,36.59,47.7,-0.42,0.05,-0.32,0.992,1.956,0,0
AU Optronics,PM072MB0_325,,325,297.7,Mono-c-Si,1.94,72,1,N,9.52,46.38,8.67,37.48,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072MW0_325,,325,297.7,Mono-c-Si,1.94,72,1,N,9.52,46.38,8.67,37.48,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072PW0_325,,325,293.4,Multi-c-Si,1.94,72,1,N,9.44,45.79,8.81,36.88,47.7,-0.42,0.05,-0.32,0.992,1.956,0,0
AU Optronics,PM072MB0_330,,330,302.4,Mono-c-Si,1.94,72,1,N,9.57,46.76,8.75,37.71,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072MW0_330,,330,302.4,Mono-c-Si,1.94,72,1,N,9.57,46.76,8.75,37.71,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072PW0_330,,330,298,Multi-c-Si,1.94,72,1,N,9.5,46.08,8.87,37.22,47.7,-0.42,0.05,-0.32,0.992,1.956,0,0
AU Optronics,PM072MB0_335,,335,307.1,Mono-c-Si,1.94,72,1,N,9.61,47.04,8.82,37.98,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072MW0_335,,335,307.1,Mono-c-Si,1.94,72,1,N,9.61,47.04,8.82,37.98,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072PW0_335,,335,302.7,Multi-c-Si,1.94,72,1,N,9.56,46.37,8.94,37.55,47.7,-0.42,0.05,-0.32,0.992,1.956,0,0
AU Optronics,PM072MB0_340,,340,311.8,Mono-c-Si,1.94,72,1,N,9.64,47.18,8.96,38.32,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
AU Optronics,PM072MW0_340,,340,311.8,Mono-c-Si,1.94,72,1,N,9.64,47.18,8.96,38.32,44.6,-0.42,0.04,-0.3,0.992,1.956,0,0
Auxin Solar,AXN6M610T270,,270,247.3,Mono-c-Si,1.627,60,1,N,9.07,38.45,8.69,31.06,44.6,-0.42,0.04,-0.3,0.992,1.64,0,0
