Manufacturer,Model Number,Safety Certification,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side
Sun Earth Solar Power,TPB125x125-96-P 220W,UL 1703,220,193.7,Multi-c-Si,1.7,96,1,N,5.07,58.7,4.61,47.8,47.3,-0.4929,0.0406,-0.3588,1.065,1.596
Sun Earth Solar Power,TPB156x156-54-P 220W,UL 1703,220,197.7,Multi-c-Si,1.47,54,1,N,8.66,33.2,8.3,26.5,46.4,-0.45,0.05,-0.31,0.992,1.482
Sun Earth Solar Power,TPB156x156-60-P 220W,UL 1703,220,196.8,Multi-c-Si,1.629,60,1,N,8.16,36.4,7.62,28.9,46.3,-0.46,0.07,-0.34,0.992,1.642
Sun Earth Solar Power,TDB156x156-60-P 225W,UL 1703,225,200,Mono-c-Si,1.629,60,1,N,8.14,37,7.53,29.9,46.6,-0.48,0.05,-0.34,0.992,1.642
Sun Earth Solar Power,TPB156x156-60-P 225W,UL 1703,225,201.4,Multi-c-Si,1.629,60,1,N,8.26,36.5,7.76,29,46.3,-0.46,0.07,-0.34,0.992,1.642
Sun Earth Solar Power,TDB156x156-60-P 230W,UL 1703,230,204.6,Mono-c-Si,1.629,60,1,N,8.25,37.1,7.67,30,46.6,-0.48,0.05,-0.34,0.992,1.642
Sun Earth Solar Power,TPB125x125-96-P 230W,UL 1703,230,202.8,Multi-c-Si,1.7,96,1,N,5.17,59.1,4.77,48.2,47.3,-0.4929,0.0406,-0.3588,1.065,1.596
Sun Earth Solar Power,TPB156x156-60-P 230W,UL 1703,230,206,Multi-c-Si,1.629,60,1,N,8.73,36.6,7.91,29.1,46.3,-0.46,0.07,-0.34,0.992,1.642
Sun Earth Solar Power,TPB156x156-72-P 230W,UL 1703,230,205.1,Multi-c-Si,1.942,72,1,N,7.5,43,6.77,34,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TDB156x156-60-P 235W,UL 1703,235,209.1,Mono-c-Si,1.629,60,1,N,8.36,37.2,7.81,30.1,46.6,-0.48,0.05,-0.34,0.992,1.642
Sun Earth Solar Power,TPB156x156-60-P 235W,UL 1703,235,211,Multi-c-Si,1.629,60,1,N,8.47,36.7,8.05,29.2,46.4,-0.45,0.05,-0.31,0.992,1.642
Sun Earth Solar Power,TDB156x156-60-P 240W,UL 1703,240,213.7,Mono-c-Si,1.629,60,1,N,8.47,37.3,7.95,30.2,46.6,-0.48,0.05,-0.34,0.992,1.642
Sun Earth Solar Power,TPB125x125-96-P 240W,UL 1703,240,211.9,Multi-c-Si,1.7,96,1,N,5.28,59.5,4.95,48.6,47.3,-0.4929,0.0406,-0.3588,1.065,1.596
Sun Earth Solar Power,TPB156x156-60-P 240W,UL 1703,240,215.6,Multi-c-Si,1.629,60,1,N,8.58,36.8,8.19,29.3,46.4,-0.45,0.05,-0.31,0.992,1.642
Sun Earth Solar Power,TPB156x156-72-P 240W,UL 1703,240,214.2,Multi-c-Si,1.942,72,1,N,7.7,43.2,7.02,34.2,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TDB156x156-60-P 245W,UL 1703,245,218.3,Mono-c-Si,1.629,60,1,N,8.58,37.4,8.09,30.3,46.6,-0.48,0.05,-0.34,0.992,1.642
Sun Earth Solar Power,TPB156x156-60-P 245W,UL 1703,245,220.2,Multi-c-Si,1.629,60,1,N,8.68,36.9,8.34,29.4,46.4,-0.45,0.05,-0.31,0.992,1.642
Sun Earth Solar Power,TPB156x156-72-P 250W,UL 1703,250,223.3,Multi-c-Si,1.942,72,1,N,7.89,43.4,7.27,34.4,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 255W,UL 1703,255,227.9,Multi-c-Si,1.942,72,1,N,7.98,43.5,7.39,34.5,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 260W,UL 1703,260,232.5,Multi-c-Si,1.942,72,1,N,8.07,43.6,7.52,34.6,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 270W,UL 1703,270,241.7,Multi-c-Si,1.942,72,1,N,8.26,43.8,7.76,34.8,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TDB156x156-72-P 280W,UL 1703,280,249.2,Mono-c-Si,1.942,72,1,N,8.32,44.6,7.78,36,46.6,-0.48,0.05,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 280W,UL 1703,280,250.9,Multi-c-Si,1.942,72,1,N,8.43,44,8,35,46.3,-0.46,0.07,-0.34,0.992,1.958
Sun Earth Solar Power,TDB156x156-72-P 285W,UL 1703,285,253.8,Mono-c-Si,1.942,72,1,N,8.41,44.7,7.9,36.1,46.6,-0.48,0.05,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 285W,UL 1703,285,256,Multi-c-Si,1.942,72,1,N,8.51,44.1,8.12,35.1,46.4,-0.45,0.05,-0.31,0.992,1.958
Sun Earth Solar Power,TDB156x156-72-P 290W,UL 1703,290,258.4,Mono-c-Si,1.942,72,1,N,8.5,44.8,8.01,36.2,46.6,-0.48,0.05,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 290W,UL 1703,290,260.6,Multi-c-Si,1.942,72,1,N,8.59,44.2,8.24,35.2,46.4,-0.45,0.05,-0.31,0.992,1.958
Sun Earth Solar Power,TDB156x156-72-P 295W,UL 1703,295,262.9,Mono-c-Si,1.942,72,1,N,8.59,44.9,8.13,36.3,46.6,-0.48,0.05,-0.34,0.992,1.958
Sun Earth Solar Power,TPB156x156-72-P 295W,UL 1703,295,265.2,Multi-c-Si,1.942,72,1,N,8.67,44.3,8.36,35.3,46.4,-0.45,0.05,-0.31,0.992,1.958
Sun World Solar Energy Technology (Luoyang),SWM230P156,UL 1703,230,206.3,Multi-c-Si,1.595,60,1,N,8.21,36.84,7.56,30.66,45.4,-0.4751,0.0359,-0.3344,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM235M156,UL 1703,235,209.5,Mono-c-Si,1.595,60,1,N,8.41,37.08,7.6,31.08,45.7,-0.4963,0.0335,-0.3581,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM235P156,UL 1703,235,210.9,Multi-c-Si,1.595,60,1,N,8.25,36.96,7.61,30.78,45.4,-0.4751,0.0359,-0.3344,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM240M156,UL 1703,240,214.1,Mono-c-Si,1.595,60,1,N,8.52,37.14,7.76,31.14,45.7,-0.4963,0.0335,-0.3581,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM240P156,UL 1703,240,215.5,Multi-c-Si,1.595,60,1,N,8.34,37.2,7.7,31.14,45.4,-0.4751,0.0359,-0.3344,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM245M156,UL 1703,245,218.7,Mono-c-Si,1.595,60,1,N,8.6,37.2,7.86,31.14,45.7,-0.4963,0.0335,-0.3581,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM245P156,UL 1703,245,220.2,Multi-c-Si,1.595,60,1,N,8.4,37.32,7.8,31.2,45.4,-0.4751,0.0359,-0.3344,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM250M156,UL 1703,250,223.3,Mono-c-Si,1.595,60,1,N,8.69,37.26,8.03,31.2,45.7,-0.4963,0.0335,-0.3581,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM250P156,UL 1703,250,224.8,Multi-c-Si,1.595,60,1,N,8.45,37.44,7.85,31.32,45.4,-0.4751,0.0359,-0.3344,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM255M156,UL 1703,255,227.9,Mono-c-Si,1.595,60,1,N,8.85,37.38,8.21,31.2,45.7,-0.4963,0.0335,-0.3581,0.977,1.633
Sun World Solar Energy Technology (Luoyang),SWM280P156,UL 1703,280,250.2,Multi-c-Si,1.906,72,1,N,8.25,44.35,7.61,36.94,46.7,-0.4636,0.0343,-0.3331,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM285M156,UL 1703,285,253.2,Mono-c-Si,1.906,72,1,N,8.48,44.57,7.69,37.3,46.9,-0.4839,0.0266,-0.3466,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM285P156,UL 1703,285,254.8,Multi-c-Si,1.906,72,1,N,8.3,44.5,7.66,37.15,46.7,-0.4636,0.0343,-0.3331,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM290M156,UL 1703,290,257.8,Mono-c-Si,1.906,72,1,N,8.52,44.57,7.76,37.37,46.9,-0.4839,0.0266,-0.3466,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM290P156,UL 1703,290,259.4,Multi-c-Si,1.906,72,1,N,8.34,44.64,7.7,37.37,46.7,-0.4636,0.0343,-0.3331,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM295M156,UL 1703,295,262.4,Mono-c-Si,1.906,72,1,N,8.65,44.71,7.93,37.37,46.9,-0.4839,0.0266,-0.3466,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM295P156,UL 1703,295,264,Multi-c-Si,1.906,72,1,N,8.4,44.79,7.8,37.44,46.7,-0.4636,0.0343,-0.3331,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM300M156,UL 1703,300,267,Mono-c-Si,1.906,72,1,N,8.69,44.71,8.03,37.44,46.9,-0.4839,0.0266,-0.3466,0.977,1.951
Sun World Solar Energy Technology (Luoyang),SWM300P156,UL 1703,300,268.7,Multi-c-Si,1.906,72,1,N,8.45,44.93,7.85,37.59,46.7,-0.4636,0.0343,-0.3331,0.977,1.951
Sunergy California LLC,ASUN285-60MH5,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN285-60MH5BB,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN285-60MH5BW,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN285-60MM5,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN285-60MM5BB,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN285-60MM5BW,UL 1703,285,262.1,Mono-c-Si,1.62,60,1,N,9.31,38.7,8.99,31.7,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MH5,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MH5BB,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MH5BW,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MM5,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MM5BB,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN290-60MM5BW,UL 1703,290,266.9,Mono-c-Si,1.62,60,1,N,9.39,38.8,9.11,31.9,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MH5,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MH5BB,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MH5BW,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MM5,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MM5BB,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN295-60MM5BW,UL 1703,295,271.6,Mono-c-Si,1.62,60,1,N,9.47,39,9.23,32,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MH5,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MH5BB,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MH5BW,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MM5,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MM5BB,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN300-60MM5BW,UL 1703,300,276.3,Mono-c-Si,1.62,60,1,N,9.63,39.7,9.33,32.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MH5,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MH5BB,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MH5BW,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MM5,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MM5BB,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN305-60MM5BW,UL 1703,305,281.1,Mono-c-Si,1.62,60,1,N,9.75,39.8,9.43,32.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MH5,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MH5BB,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MH5BW,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MM5,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MM5BB,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN310-60MM5BW,UL 1703,310,285.8,Mono-c-Si,1.62,60,1,N,9.83,40.1,9.52,32.6,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MH5,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MH5BB,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MH5BW,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MM5,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MM5BB,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-60MM5BW,UL 1703,315,290.5,Mono-c-Si,1.62,60,1,N,9.92,40.2,9.62,32.8,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN315-72PH5,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN315-72PH5BB,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN315-72PH5BW,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN315-72PM5,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN315-72PM5BB,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN315-72PM5BW,UL 1703,315,288.2,Multi-c-Si,1.94,72,1,N,9.04,45.6,8.51,37.1,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-60MH5,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-60MH5BB,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-60MH5BW,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-60MM5,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-60MM5BB,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-60MM5BW,UL 1703,320,295.3,Mono-c-Si,1.62,60,1,N,10.03,40.4,9.7,33,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN320-72PH5,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-72PH5BB,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-72PH5BW,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-72PM5,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-72PM5BB,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN320-72PM5BW,UL 1703,320,292.9,Multi-c-Si,1.94,72,1,N,9.13,45.8,8.58,37.3,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-60MH5,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-60MH5BB,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-60MH5BW,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-60MM5,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-60MM5BB,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-60MM5BW,UL 1703,325,300,Mono-c-Si,1.62,60,1,N,10.12,40.6,9.79,33.2,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN325-72PH5,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-72PH5BB,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-72PH5BW,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-72PM5,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-72PM5BB,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN325-72PM5BW,UL 1703,325,297.6,Multi-c-Si,1.94,72,1,N,9.22,45.9,8.65,37.6,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-60MH5,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-60MH5BB,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-60MH5BW,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-60MM5,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-60MM5BB,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-60MM5BW,UL 1703,330,304.8,Mono-c-Si,1.62,60,1,N,10.22,40.8,9.88,33.4,44.8,-0.402,0.058,-0.31,,
Sunergy California LLC,ASUN330-72PH5,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-72PH5BB,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-72PH5BW,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-72PM5,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-72PM5BB,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN330-72PM5BW,UL 1703,330,302.3,Multi-c-Si,1.94,72,1,N,9.3,46.1,8.74,37.8,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PH5,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PH5BB,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PH5BW,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PM5,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PM5BB,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN335-72PM5BW,UL 1703,335,307,Multi-c-Si,1.94,72,1,N,9.39,46.3,8.82,38,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PH5,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PH5BB,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PH5BW,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PM5,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PM5BB,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN340-72PM5BW,UL 1703,340,311.7,Multi-c-Si,1.94,72,1,N,9.48,46.5,8.91,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PH5,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PH5BB,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PH5BW,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PM5,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PM5BB,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
Sunergy California LLC,ASUN345-72PM5BW,UL 1703,345,316.4,Multi-c-Si,1.94,72,1,N,9.57,46.7,9.04,38.2,45.2,-0.409,0.049,-0.3,,
